Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
88,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2020 (Tableau 119, SIMR/DNSP)",https://web.archive.org/web/20221020112646if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2020_MS_VF%20(1).pdf,,2020-01-01 to 2020-12-31,Surveillance,Active,Level 1,Pending,"Internet Archive CDX index of sante.gouv.bj, PDF captures of 2025-04-29 / 2022-10-20",en,0,,"Internet Archive CDX index of sante.gouv.bj, PDF captures of 2025-04-29 / 2022-10-20",AI
89,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2009 (section 3.1.4.1.1 Cholera; SIMR-DNPS, SNIGS/SSD/DPP/MS)",https://web.archive.org/web/20161224161505if_/http://sante.gouv.bj/documents/Annuaire_Statistique_2009_DPP.pdf,,2009-01-01 to 2009-12-31,Surveillance,Active,Level 1,Pending,Internet Archive CDX index of sante.gouv.bj/documents,en,0,,Internet Archive CDX index of sante.gouv.bj/documents,AI
90,"Republique du Benin, Ministere de la Sante (DNSP/SESS) - Rapport de situation Cholera No 26, 30 septembre 2019",https://web.archive.org/web/20211231081157if_/https://sante.gouv.bj/assets/ressources/pdf/SitRep_N026_Chol%C3%A9ra_B%C3%A9nin_30%20Sept%202019%20valid%C3%A9.pdf,,2019-06-27 to 2019-09-30,Surveillance,Active,Level 1,Pending,Internet Archive CDX index of sante.gouv.bj filtered for 'chol' - 26 national cholera situation reports from July-September 2019,en,0,,Internet Archive CDX index of sante.gouv.bj filtered for 'chol' - 26 national cholera situation reports from July-September 2019,AI
91,"Republique du Benin, Ministere de la Sante, DDS Atacora-Donga - Annuaire des statistiques sanitaires 2014, Zone Sanitaire de Tanguieta-Materi-Cobly (section 3.9.1 Le Cholera)",https://web.archive.org/web/20220303020354if_/https://sante.gouv.bj/assets/ressources/pdf/annuaire_statistique_2014_zs_tanguieta_materi_cobly.pdf,,2002-01-01 to 2014-12-31,Surveillance,Active,Level 1,Pending,"Internet Archive CDX index of sante.gouv.bj filtered for 'annuaire', health-zone level volumes",en,0,,"Internet Archive CDX index of sante.gouv.bj filtered for 'annuaire', health-zone level volumes",AI
92,"Republique du Benin, Ministere de la Sante, DDS Borgou-Alibori - Annuaire des statistiques sanitaires 2011, Zone Sanitaire de Banikoara (section 3.4.1 Cholera)",https://web.archive.org/web/20161223160850if_/http://sante.gouv.bj/documents/ZS/Annuaire_statistique_ZS_BNK_2011.pdf,,2002-01-01 to 2011-12-31,Surveillance,Active,Level 1,Pending,"Internet Archive CDX of sante.gouv.bj, health-zone yearbooks",en,0,,"Internet Archive CDX of sante.gouv.bj, health-zone yearbooks",AI
93,"Republique du Benin, Ministere de la Sante, DDS Borgou-Alibori - Annuaire des statistiques sanitaires 2011, Zone Sanitaire de Nikki-Kalale-Perere",https://web.archive.org/web/20161223161545if_/http://sante.gouv.bj/documents/ZS/ANNUAIRE%20STATISTIQUES%202011_ZS_NKP.pdf,,2011-01-01 to 2011-12-31,Surveillance,Active,Level 1,Pending,"Internet Archive CDX of sante.gouv.bj, health-zone yearbooks",en,0,,"Internet Archive CDX of sante.gouv.bj, health-zone yearbooks",AI
94,"Republique du Benin, Ministere de la Sante, DDS Atacora-Donga - Annuaire des statistiques sanitaires 2015, Zone Sanitaire de Kouande-Kerou-Pehunco",https://web.archive.org/web/20220305134628if_/https://sante.gouv.bj/assets/ressources/pdf/ANNUAIRE%202015%20ZS2KP.pdf,,2015-01-01 to 2015-12-31,Surveillance,Active,Level 1,Pending,"Internet Archive CDX of sante.gouv.bj, health-zone yearbooks",en,0,,"Internet Archive CDX of sante.gouv.bj, health-zone yearbooks",AI
95,"WHO Weekly Epidemiological Record - Cholera in 1970 (WER 1971;46, IRIS hdl 10665/218451)",https://iris.who.int/handle/10665/218451,,1970-01-01 to 1970-12-31,Surveillance,Active,Level 1,Pending,"IRIS discovery search 'Cholera in 1970', bitstream text via the DSpace REST API",en,0,,"IRIS discovery search 'Cholera in 1970', bitstream text via the DSpace REST API",AI
96,"UNICEF WCARO Regional Cholera Platform - weekly cholera cases by country, 2017 (HDX dataset wca_Cases2017_RegCholeraPlatformWCA.xlsx)",https://data.humdata.org/dataset/bc3d8708-aaa9-44af-b86b-546da32dfb5a/resource/4f727349-9638-4fdd-9ce3-10d96b299c58/download/wca_cases2017_regcholeraplatformwca.xlsx,,2017-01-01 to 2017-12-31,Surveillance,Active,Level 2,Pending,HDX CKAN package_search fq=groups:ben; the 2012-2017 regional-update datasets are the only years of this series published,en,0,,HDX CKAN package_search fq=groups:ben; the 2012-2017 regional-update datasets are the only years of this series published,AI
97,"UNICEF WCARO Regional Cholera Platform - weekly cholera cases by country, 2012 (HDX dataset wca_Cases2012_RegCholeraPlatformWCA.xlsx)",https://data.humdata.org/dataset/cholera-outbreaks-in-central-and-west-africa-2012-regional-update,"UNICEF West and Central Africa Regional Cholera Platform weekly cholera case counts by country for 2012: a single sheet, eighteen countries by 52 weeks, cases only. DIRECT RESOURCE URL (the registered dataset landing page serves a JavaScript shell and returns HTTP 202 to a plain fetch): https://data.humdata.org/dataset/97759b41-ba38-4051-954a-f651cb1ad8d4/resource/aca6aa56-5ecd-4926-9c03-42c3d94ee6ef/download/wca_cases2012_regcholeraplatformwca.xlsx . Benin's 2012 row was verified against independent national and WHO figures before use; see the processing_notes of the rows citing this source. The series exists for 2012-2017 ONLY - package_show probes for 2018, 2019, 2020 and 2021 all return absent, and an HDX full-text search for 'RegCholeraPlatform' returns exactly six datasets.",2012-01-01 to 2012-12-31,Surveillance,Active,Level 2,Pending,HDX CKAN package_show cholera-outbreaks-in-central-and-west-africa-2012-regional-update,en,0,,HDX CKAN package_show cholera-outbreaks-in-central-and-west-africa-2012-regional-update,AI
98,"UNICEF WCARO Regional Cholera Platform - weekly cholera cases by country, 2013 (HDX dataset wca_Cases2013_RegCholeraPlatformWCA.xlsx)",https://data.humdata.org/dataset/cholera-outbreaks-in-central-and-west-africa-2013-regional-update,"UNICEF West and Central Africa Regional Cholera Platform weekly cholera case counts by country for 2013: a single sheet, eighteen countries by 52 weeks, cases only. DIRECT RESOURCE URL (the registered dataset landing page serves a JavaScript shell and returns HTTP 202 to a plain fetch): https://data.humdata.org/dataset/76efa106-bc65-4231-9306-67c0d8c020bd/resource/25058ffa-4b41-4d9a-b442-f7367d8d9920/download/wca_cases2013_regcholeraplatformwca.xlsx . Benin's 2013 row was verified against independent national and WHO figures before use; see the processing_notes of the rows citing this source. The series exists for 2012-2017 ONLY - package_show probes for 2018, 2019, 2020 and 2021 all return absent, and an HDX full-text search for 'RegCholeraPlatform' returns exactly six datasets.",2013-01-01 to 2013-12-31,Surveillance,Active,Level 2,Pending,HDX CKAN package_show cholera-outbreaks-in-central-and-west-africa-2013-regional-update,en,0,,HDX CKAN package_show cholera-outbreaks-in-central-and-west-africa-2013-regional-update,AI
99,"UNICEF WCARO Regional Cholera Platform - weekly cholera cases by country, 2014 (HDX dataset wca_Cases2014_RegCholeraPlatformWCA.xlsx)",https://data.humdata.org/dataset/cholera-outbreaks-in-central-and-west-africa-2014-regional-update,"UNICEF West and Central Africa Regional Cholera Platform weekly cholera case counts by country for 2014: a single sheet, eighteen countries by 52 weeks, cases only. DIRECT RESOURCE URL (the registered dataset landing page serves a JavaScript shell and returns HTTP 202 to a plain fetch): https://data.humdata.org/dataset/0fef9222-0a41-487c-afcd-812544844801/resource/6d5c8f2b-8c28-4ee9-bc1b-9a25309f87cc/download/wca_cases2014_regcholeraplatformwca.xlsx . Benin's 2014 row was verified against independent national and WHO figures before use; see the processing_notes of the rows citing this source. The series exists for 2012-2017 ONLY - package_show probes for 2018, 2019, 2020 and 2021 all return absent, and an HDX full-text search for 'RegCholeraPlatform' returns exactly six datasets.",2014-01-01 to 2014-12-31,Surveillance,Active,Level 2,Pending,HDX CKAN package_show cholera-outbreaks-in-central-and-west-africa-2014-regional-update,en,0,,HDX CKAN package_show cholera-outbreaks-in-central-and-west-africa-2014-regional-update,AI
100,"UNICEF WCARO Regional Cholera Platform - weekly cholera cases by country, 2015 (HDX dataset wca_Cases2015_RegCholeraPlatformWCA.xlsx)",https://data.humdata.org/dataset/cholera-outbreaks-in-central-and-west-africa-2015-regional-update,"UNICEF West and Central Africa Regional Cholera Platform weekly cholera case counts by country for 2015: a single sheet, eighteen countries by 52 weeks, cases only. DIRECT RESOURCE URL (the registered dataset landing page serves a JavaScript shell and returns HTTP 202 to a plain fetch): https://data.humdata.org/dataset/f1195ba1-ada6-4008-bc9a-aafecbf30503/resource/fe1cbb23-fb92-4daf-8555-2862d289ae53/download/wca_cases2015_regcholeraplatformwca.xlsx . Benin's 2015 row was verified against independent national and WHO figures before use; see the processing_notes of the rows citing this source. The series exists for 2012-2017 ONLY - package_show probes for 2018, 2019, 2020 and 2021 all return absent, and an HDX full-text search for 'RegCholeraPlatform' returns exactly six datasets.",2015-01-01 to 2015-12-31,Surveillance,Active,Level 2,Pending,"HDX CKAN; the series exists for 2012-2017 only, confirmed by package_show probes for 2018-2021 and a full-text search for 'RegCholeraPlatform'",en,0,,"HDX CKAN; the series exists for 2012-2017 only, confirmed by package_show probes for 2018-2021 and a full-text search for 'RegCholeraPlatform'",AI
101,"WHO Weekly Epidemiological Record 1971;46(6):45-56 - cholera notifications, Dahomey departments, week 1-8 January 1971",https://iris.who.int/handle/10665/218148,,1971-01-01 to 1971-01-08,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,AI
102,"WHO Weekly Epidemiological Record 1971;46(22):213-224 - cholera notifications, Dahomey Oueme, week 25 April - 1 May 1971",https://iris.who.int/handle/10665/218346,,1971-04-25 to 1971-05-01,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,AI
103,"WHO Weekly Epidemiological Record 1971;46(26) - cholera notifications, Dahomey departments, 2 May - 5 June 1971",https://iris.who.int/handle/10665/218389,,1971-05-02 to 1971-06-05,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,AI
104,"WHO Weekly Epidemiological Record 1971;46(30) - cholera notifications received 16-22 July 1971, Dahomey departments 24 May - 9 July 1971",https://iris.who.int/handle/10665/218435,,1971-05-05 to 1971-07-09,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,AI
105,"WHO Weekly Epidemiological Record 1971;46(36) - cholera notifications, Dahomey Oueme, 1-14 August 1971",https://iris.who.int/handle/10665/218498,,1971-08-01 to 1971-08-14,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,AI
106,"WHO Weekly Epidemiological Record 1971;46(37):385-392 - cholera notifications received 3-8 September 1971, Dahomey departments 8-28 August 1971",https://iris.who.int/handle/10665/218507,,1971-08-08 to 1971-08-28,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,AI
107,"WHO Weekly Epidemiological Record 1971;46(43) - cholera notifications, Dahomey departments, 29 August - 9 October 1971",https://iris.who.int/handle/10665/218569,,1971-08-29 to 1971-10-09,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,AI
108,"WHO Weekly Epidemiological Record 1971;46(46):469-476 - cholera notifications, Dahomey departments, week 10-16 October 1971",https://iris.who.int/handle/10665/218599,,1971-10-10 to 1971-10-16,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,AI
109,"WHO Weekly Epidemiological Record 1971;46(47) - cholera notifications, Dahomey departments, 24 October - 6 November 1971",https://iris.who.int/handle/10665/218608,,1971-10-24 to 1971-11-06,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,AI
110,"WHO Weekly Epidemiological Record 1971;46(50) - cholera notifications, Dahomey departments, 6-26 November 1971",https://iris.who.int/handle/10665/218628,,1971-11-06 to 1971-11-26,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH handle sweep 10665/218090-219260 filtered to WER vol.46 [full issue]; [IRIS] ORIGINAL PDF bitstream + pdftotext -layout,AI
111,"WHO Weekly Epidemiological Record 1972;47(30):281-283 - Cholera in 1971, Table 1 (Dahomey: first notification 16.12.1970, 2 133 cases)",https://iris.who.int/handle/10665/218990,,1971-01-01 to 1971-12-31,WHO annual cholera summary table,Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 title ~ 'CHOLERA IN 1971',en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 title ~ 'CHOLERA IN 1971',AI
112,WHO Weekly Epidemiological Record 1970;45(51):573 and 1970;45(52) - Infected Areas as on 17 and 23 December 1970 (first Dahomey cholera-infected area),https://iris.who.int/handle/10665/218076,,1970-12-16 to 1970-12-31,"IHR infected-area list (geographic presence, no counts)",Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.45 [full issue] then grep DAHOMEY across the 1970 weekly issues,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.45 [full issue] then grep DAHOMEY across the 1970 weekly issues,AI
113,"WHO Weekly Epidemiological Record 1972;47(1) - cholera notifications, Dahomey departments, 1971-11-27 .. 1971-12-10",https://iris.who.int/handle/10665/218667,,1971-11-27 to 1971-12-10,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
114,"WHO Weekly Epidemiological Record 1972;47(3) - cholera notifications, Dahomey departments, 1971-12-11 .. 1971-12-31",https://iris.who.int/handle/10665/218691,,1971-12-11 to 1971-12-31,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
115,"WHO Weekly Epidemiological Record 1972;47(7) - cholera notifications, Dahomey departments, 1972-01-01 .. 1972-01-21",https://iris.who.int/handle/10665/218739,,1972-01-01 to 1972-01-21,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
116,"WHO Weekly Epidemiological Record 1972;47(20) - cholera notifications, Dahomey departments, 1972-02-26 .. 1972-03-24",https://iris.who.int/handle/10665/218888,,1972-02-26 to 1972-03-24,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
117,"WHO Weekly Epidemiological Record 1972;47(23) - cholera notifications, Dahomey departments, 1972-04-08 .. 1972-04-28",https://iris.who.int/handle/10665/218926,,1972-04-08 to 1972-04-28,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
118,"WHO Weekly Epidemiological Record 1972;47(28) - cholera notifications, Dahomey departments, 1972-05-13 .. 1972-06-23",https://iris.who.int/handle/10665/218970,,1972-05-13 to 1972-06-23,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
119,"WHO Weekly Epidemiological Record 1972;47(32) - cholera notifications, Dahomey departments, 1972-06-24 .. 1972-07-14",https://iris.who.int/handle/10665/219015,,1972-06-24 to 1972-07-14,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
120,"WHO Weekly Epidemiological Record 1972;47(33) - cholera notifications, Dahomey departments, 1972-07-15 .. 1972-07-28",https://iris.who.int/handle/10665/219033,,1972-07-15 to 1972-07-28,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
121,"WHO Weekly Epidemiological Record 1972;47(35) - cholera notifications, Dahomey departments, 1972-08-05 .. 1972-08-18",https://iris.who.int/handle/10665/219056,,1972-08-05 to 1972-08-18,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
122,"WHO Weekly Epidemiological Record 1972;47(38) - cholera notifications, Dahomey departments, 1972-08-19 .. 1972-09-01",https://iris.who.int/handle/10665/219085,,1972-08-19 to 1972-09-01,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
123,"WHO Weekly Epidemiological Record 1972;47(39) - cholera notifications, Dahomey departments, 1972-09-02 .. 1972-09-15",https://iris.who.int/handle/10665/219096,,1972-09-02 to 1972-09-15,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
124,"WHO Weekly Epidemiological Record 1972;47(43) - cholera notifications, Dahomey departments, 1972-09-23 .. 1972-09-29",https://iris.who.int/handle/10665/219133,,1972-09-23 to 1972-09-29,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
125,"WHO Weekly Epidemiological Record 1972;47(46) - cholera notifications, Dahomey departments, 1972-09-30 .. 1972-10-20",https://iris.who.int/handle/10665/219155,,1972-09-30 to 1972-10-20,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
126,"WHO Weekly Epidemiological Record 1972;47(50) - cholera notifications, Dahomey departments, 1972-10-28 .. 1972-11-10",https://iris.who.int/handle/10665/219190,,1972-10-28 to 1972-11-10,Weekly cholera notification table by department (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.47 [full issue]; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout / pdftotext -bbox targeted page crop,AI
127,"WHO Weekly Epidemiological Record 1973;48(3) - cholera notifications, Dahomey Atlantique, week 9-15 December 1972",https://iris.who.int/handle/10665/219220,,1972-12-09 to 1972-12-15,Weekly cholera notification table (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vols 48-49 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout + pdftotext -bbox targeted crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vols 48-49 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout + pdftotext -bbox targeted crop,AI
128,"WHO Weekly Epidemiological Record 1974;49(23) - cholera notifications, Dahomey Atlantique and Oueme, 1 January - 2 March 1974",https://iris.who.int/handle/10665/219901,,1974-01-01 to 1974-03-02,Weekly cholera notification table (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vols 48-49 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout + pdftotext -bbox targeted crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vols 48-49 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout + pdftotext -bbox targeted crop,AI
129,"WHO Weekly Epidemiological Record 1974;49(48) - cholera notifications, Dahomey national, 24 February - 21 September 1974",https://iris.who.int/handle/10665/220131,,1974-02-24 to 1974-09-21,Weekly cholera notification table (Dahomey),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vols 48-49 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout + pdftotext -bbox targeted crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vols 48-49 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout + pdftotext -bbox targeted crop,AI
130,"WHO Weekly Epidemiological Record 1975;50(37) - cholera notifications, Dahomey national, 1975-07-06 .. 1975-08-02",https://iris.who.int/handle/10665/220519,,1975-07-06 to 1975-08-02,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,AI
131,"WHO Weekly Epidemiological Record 1976;51(6) - cholera notifications, Benin national, 1975-11-23 .. 1975-12-20",https://iris.who.int/handle/10665/220707,,1975-11-23 to 1975-12-20,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,AI
132,"WHO Weekly Epidemiological Record 1976;51(13) - cholera notifications, Benin national, 1976-01-04 .. 1976-01-31",https://iris.who.int/handle/10665/220776,,1976-01-04 to 1976-01-31,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,AI
