Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
90,"WHO, Public health risk assessment and interventions - The Horn of Africa: drought and famine crisis, July 2011 (WHO/HSE/GAR/DCE/2011.3)",https://iris.who.int/handle/10665/70691,"WHO Communicable Diseases Working Group on Emergencies risk assessment for the 2011 Horn of Africa drought and famine. Table 3 lists current outbreaks by country as of 15 July 2011 and records acute watery diarrhoea in parts of Afar, Somali and Oromia regions of Ethiopia, while using the word cholera for Somalia in the same table. No case counts given.",2011-07-01 to 2011-07-15,Outbreak situation assessment,Active,Level 1,Pending,WHO IRIS REST API discover/search 'Horn of Africa drought famine crisis public health risk assessment 2011'; document text already cached locally by Agent 1. Found while cross-checking the 2011 candidate absence year. WebSearch unavailable.,en,0,,WHO IRIS REST API discover/search 'Horn of Africa drought famine crisis public health risk assessment 2011'; document text already cached locally by Agent 1. Found while cross-checking the 2011 candidate absence year. WebSearch unavailable.,AI
91,"Abera B, Bezabih B, Dessie A. Antimicrobial susceptibility of V. cholerae in north west, Ethiopia. Ethiop Med J 2010;48(1):23-28 (PMID 20607994)",https://pubmed.ncbi.nlm.nih.gov/20607994/,"Ethiopian Medical Journal laboratory study of V. cholerae O1 isolates recovered during the cholera epidemics in North West Ethiopia, August 2006 - September 2008. Non-PubMed-Central, non-indexed-full-text national journal; abstract retrieved via PubMed MCP. Found by Agent 4 through an OpenAlex title/abstract query that PubMed's own cholera+Ethiopia searches had not surfaced.",2006-08 to 2008-09,"Laboratory-confirmed cholera isolate count, sub-national (North West Ethiopia / Bahir Dar Regional Health Research Laboratory)",Active,Level 1,Pending,"OpenAlex API works?filter=title_and_abstract.search:cholera,authorships.countries:ET (1985-2014), then PubMed MCP get_article_metadata PMID 20607994",English,1,,"OpenAlex API works?filter=title_and_abstract.search:cholera,authorships.countries:ET (1985-2014), then PubMed MCP get_article_metadata PMID 20607994",AI
92,"Beyene Kidu, Compiled Body of Works in Field Epidemiology, Ethiopian Field Epidemiology and Laboratory Training Program (EFELTP), Addis Ababa University School of Public Health, 2011 (AAU ETD)",https://etd.aau.edu.et/items/ed2f32d8-e65a-425f-ba57-6dd30a6f22b7,"Ethiopian Field Epidemiology and Laboratory Training Program resident's compiled body of works, deposited in the Addis Ababa University electronic thesis repository (etd.aau.edu.et, DSpace 7). Contains: (i) a case-control investigation of the Shashemene AWD outbreak, May 2009, with V. cholerae Inaba O1 confirmation; (ii) a West Hararghe Zone AWD outbreak assessment, 18 July - 31 August 2009, with a five-district case/death/CFR/AR table; (iii) a Bale Zone AWD outbreak assessment to 11 December 2009 with a fourteen-district table and V. cholerae Inaba O1 confirmation from the Oromia Regional Laboratory, Adama. NOT indexed in PubMed, PMC, Europe PMC, OpenAlex or any journal database; reachable only through the university repository's DSpace REST API.",2009-05 to 2010-05,Field-epidemiology thesis containing three Ethiopian AWD/cholera outbreak investigations with district-level case and death tables,Active,Level 2,Pending,"AAU ETD DSpace REST API: /server/api/discover/search/objects?query=cholera OR ""acute watery diarrhea"" - discovered by Agent 4 after establishing that etd.aau.edu.et runs the same DSpace 7 API as WHO IRIS",English,0,,"AAU ETD DSpace REST API: /server/api/discover/search/objects?query=cholera OR ""acute watery diarrhea"" - discovered by Agent 4 after establishing that etd.aau.edu.et runs the same DSpace 7 API as WHO IRIS",AI
93,"Tilahun Tafese, Compiled Body of Works in Field Epidemiology, Ethiopian Field Epidemiology and Laboratory Training Program (EFELTP), Addis Ababa University School of Public Health, 2011 (AAU ETD)",https://etd.aau.edu.et/items/fe835ea3-5071-4434-b1e2-d3ae35ae582c,"Ethiopian Field Epidemiology and Laboratory Training Program resident's compiled body of works, deposited in the Addis Ababa University electronic thesis repository (etd.aau.edu.et, DSpace 7). Contains an AWD outbreak investigation in Dasenech woreda, South Omo Zone, SNNPR (Nov 2009 - Mar 2010) with rapid-test and culture confirmation of V. cholerae O1 Inaba; a West Hararghe Zone outbreak account; and the Afar Region AWD preparedness and response assessment of 10-27 April 2010 carrying Regional Health Bureau/IDSR cumulative figures from 2006. Not indexed in PubMed, PMC, Europe PMC or OpenAlex.",2006 to 2010,"Field-epidemiology thesis containing Ethiopian AWD/cholera outbreak investigations (Dasenech woreda South Omo, West Hararghe Zone) and an Afar Region AWD preparedness assessment with regional case and death totals",Active,Level 2,Pending,"AAU ETD DSpace REST API: /server/api/discover/search/objects?query=cholera OR ""acute watery diarrhea""",English,0,,"AAU ETD DSpace REST API: /server/api/discover/search/objects?query=cholera OR ""acute watery diarrhea""",AI
94,"Gebreyesus Neamin T, Tumato M, et al. Three Consecutive Waves of Cholera Outbreak in Ethiopia (2015-2017): Explanatory Analysis. Ethiop J Health Sci 2020;30(4):469-478. doi:10.4314/ejhs.v30i4.2",https://www.ajol.info/index.php/ejhs/article/download/199834/188780,"Peer-reviewed analysis by staff of the Ethiopian Public Health Institute Center for Public Health Emergency Management, using the EPHI national cholera line list for August 2015 - 7 July 2017. Table 1 gives 2015-2017 combined cases by region; Table 2 gives cases by region and YEAR; Table 3 gives deaths and CFR by region and year; Table 4 gives RDT and culture confirmation counts. The paper also states outright that Ethiopia did not notify these outbreaks to WHO. All four tables are internally consistent and reconcile exactly with one another. Reached through the AJOL direct download URL after the AJOL search interface and the EJHD site search both failed.",2015-08 to 2017-07-07,"EPHI line-list secondary analysis: region x year cholera case, death and CFR tables for 2015, 2016 and 2017, plus laboratory-confirmation breakdown",Active,Level 1,Pending,"OpenAlex works?filter=primary_location.source.id:S2764917827 (Ethiopian Journal of Health Sciences), title-regex filtered for cholera/diarrhoea/outbreak; then the OpenAlex best_oa_location pdf_url",English,1,,"OpenAlex works?filter=primary_location.source.id:S2764917827 (Ethiopian Journal of Health Sciences), title-regex filtered for cholera/diarrhoea/outbreak; then the OpenAlex best_oa_location pdf_url",AI
95,"Zayeda Beyene, Compiled Body of Works in Field Epidemiology, Ethiopian Field Epidemiology and Laboratory Training Program (EFELTP), Addis Ababa University School of Public Health, 2011 (AAU ETD)",https://etd.aau.edu.et/items/0b85e708-f865-43bb-a799-299e235aac0b,"Ethiopian Field Epidemiology and Laboratory Training Program resident's compiled body of works, deposited in the Addis Ababa University electronic thesis repository (etd.aau.edu.et, DSpace 7). Its Table 7.2 lists, for 15 SNNPR districts assessed by four teams between 10 and 22 June 2009, the outbreaks reported since 2008 with case counts, number of affected kebeles and dates. Table verified by rendering page 87 of the PDF and reading it as an image, because the column structure is not recoverable from the pdftotext layer alone. Not indexed anywhere outside the university repository.",2008 to 2009-06,Field-epidemiology thesis containing an SNNPR-wide epidemic preparedness assessment (10-22 June 2009) with a district-by-district outbreak table naming AWD outbreaks and case counts,Active,Level 2,Pending,"Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository, machine-scanned for lines containing AWD/cholera together with a number",English,0,,"Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository, machine-scanned for lines containing AWD/cholera together with a number",AI
96,"Abere Muchie, Compiled Body of Works in Field Epidemiology, Ethiopian Field Epidemiology Training Program (EFETP) Cohort 7, Addis Ababa University School of Public Health, 2017 (AAU ETD)",https://etd.aau.edu.et/items/bd27d4ec-3e9c-484a-b4fe-45d1d73bab36,"Ethiopian Field Epidemiology Training Program Cohort 7 resident's compiled body of works, deposited in the Addis Ababa University electronic thesis repository. Chapter VII reports the Maher season assessment of Oromia (Special) and South Wollo Zones, Amhara Region, October 2016, and the Amhara regional health profile, both carrying AWD case and death counts for August-October 2016 taken from regional and zonal PHEM reporting. Not indexed outside the university repository.",2016-08 to 2016-10,Field-epidemiology thesis containing the Amhara Region Maher-season multi-agency disaster assessment of October 2016 with regional and district AWD case and death figures,Active,Level 2,Pending,"Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository, machine-scanned for lines containing AWD/cholera together with a number",English,0,,"Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository, machine-scanned for lines containing AWD/cholera together with a number",AI
97,"Afework Melesse, Compiled Body of Works in Field Epidemiology, Ethiopian Field Epidemiology Training Program (EFETP), Addis Ababa University School of Public Health, 2018 (AAU ETD)",https://etd.aau.edu.et/items/d2c94ce1-b6ad-4112-8842-862f9a7c60ef,"Ethiopian Field Epidemiology Training Program resident's compiled body of works in the Addis Ababa University repository. Chapter I is a case-control investigation of the Kombolcha woreda AWD outbreak of August-September 2017 built on the district IDSR line list. A later chapter reports a five-zone Tigray Region assessment whose Table 34 compares AWD cases and deaths by zone between May-October 2016 and May-October 2017, plus named woreda figures for 2017. Both tables are internally consistent (zone values sum exactly to the printed totals). Not indexed outside the university repository.",2016-05 to 2017-10,"Field-epidemiology thesis: Kombolcha woreda (East Hararghe, Oromia) AWD outbreak investigation Aug-Sep 2017, and a Tigray Region assessment with a five-zone AWD case/death table comparing May-October 2016 with May-October 2017",Active,Level 2,Pending,Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository,English,0,,Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository,AI
98,"Debalke Abate, Compiled Body of Works in Field Epidemiology, Ethiopian Field Epidemiology Training Program (EFETP), Addis Ababa University School of Public Health, 2018 (AAU ETD)",https://etd.aau.edu.et/items/0cc2b7f7-edda-4a71-aded-b970eae42c02,"Ethiopian Field Epidemiology Training Program resident's compiled body of works in the Addis Ababa University repository. Chapter I is an unmatched case-control investigation (50 cases, 100 controls) of the Dangur woreda cholera outbreak, Metekel Zone, Benishangul-Gumuz, 2017. Later chapters cover AWD outbreaks in five woredas of Akaki Kality sub-city, Addis Ababa, 2016-2017. Not indexed outside the university repository.",2017-08 to 2017-10,"Field-epidemiology thesis containing a cholera outbreak investigation in Dangur woreda, Metekel Zone, Benishangul-Gumuz, August-October 2017, with case counts, epidemic curve, kebele distribution and laboratory testing",Active,Level 2,Pending,Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository,English,0,,Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository,AI
99,"Achamyeleh Mulugeta, Compiled Body of Works in Field Epidemiology, Ethiopian Field Epidemiology and Laboratory Training Program (EFELTP), Addis Ababa University School of Public Health, January 2021 (AAU ETD)",https://etd.aau.edu.et/items/4be3f444-8e77-46e3-8a9f-630b3bc2d280,"Ethiopian Field Epidemiology and Laboratory Training Program resident's compiled body of works in the Addis Ababa University repository. Chapter Four is a health profile of Bahir Dar Zuria woreda, West Gojjam Zone, Amhara Region, which reports the woreda's AWD and scabies outbreaks for Ethiopian fiscal year 2010 (8 July 2017 - 7 July 2018) and attributes the AWD outbreak to spring and holy-water drinking and open defecation at holy-water sites. Not indexed outside the university repository.",2017-07 to 2018-07,"Field-epidemiology thesis whose Chapter Four health profile of Bahir Dar Zuria woreda, West Gojjam Zone, Amhara, reports the woreda's AWD outbreak case and death totals for Ethiopian fiscal year 2010",Active,Level 2,Pending,Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository,English,0,,Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository,AI
100,"Fisseha Walle Tsegaw, Compiled Body of Works in Field Epidemiology, Ethiopian Field Epidemiology and Laboratory Training Program (EFELTP), Addis Ababa University School of Public Health, 2017 (AAU ETD)",https://etd.aau.edu.et/items/f4a13839-a023-42e0-8956-f7ae69f3b17b,"Ethiopian Field Epidemiology and Laboratory Training Program resident's compiled body of works in the Addis Ababa University repository. Section 1.2 is a full outbreak investigation of the Minjar Shenkora district AWD/cholera outbreak, North Shewa Zone, Amhara, July-August 2016, with culture confirmation of V. cholerae O1 at the national public health laboratory and RDT results. Chapter 9 reports supportive supervision in South Gondar Zone with a zonal AWD case total, and the Amhara regional narrative identifying twelve holy-water sites as the drivers of the 2016 regional epidemic. Not indexed outside the university repository.",2016-07 to 2016-12,"Field-epidemiology thesis: Minjar Shenkora district AWD/cholera outbreak investigation with culture and RDT confirmation, and a South Gondar Zone supportive-supervision report with a zonal AWD case total",Active,Level 2,Pending,Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository,English,0,,Background crawl of all 126 'Compiled Body of Works in Field Epidemiology' theses in the AAU ETD DSpace repository,AI
101,WHO AFRO Monthly Regional Cholera Bulletin: July 2024 (data 01-31 July 2024),https://iris.who.int/server/api/core/bitstreams/6f940f7d-f3a8-4d8e-b57a-86bc3e0a524f/content,,2024-01-01 to 2024-07-31,Surveillance,Active,Level 1,Pending,WHO IRIS DSpace7 REST discover query 'cholera monthly bulletin regional' -> item b7865b49-2b68-4ea4-8104-90183290d647 -> TEXT bundle bitstream (WebSearch unavailable),en,0,,WHO IRIS DSpace7 REST discover query 'cholera monthly bulletin regional' -> item b7865b49-2b68-4ea4-8104-90183290d647 -> TEXT bundle bitstream (WebSearch unavailable),AI
102,WHO AFRO Monthly Regional Cholera Bulletin: June 2024,https://iris.who.int/server/api/core/items/96156aa0-d158-4e16-aea0-3a230d023941,,2024-01-01 to 2024-06-30,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover query '""Monthly Regional Cholera Bulletin""' sorted by issue date; TEXT bundle bitstream extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover query '""Monthly Regional Cholera Bulletin""' sorted by issue date; TEXT bundle bitstream extracted (WebSearch unavailable)",AI
103,WHO AFRO Monthly Regional Cholera Bulletin: August 2024,https://iris.who.int/server/api/core/items/3bab9f5b-cd45-4386-b96a-5ab5dd4c7d54,,2024-01-01 to 2024-08-31,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover query '""Monthly Regional Cholera Bulletin""' sorted by issue date; TEXT bundle bitstream extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover query '""Monthly Regional Cholera Bulletin""' sorted by issue date; TEXT bundle bitstream extracted (WebSearch unavailable)",AI
104,WHO AFRO Monthly Regional Cholera Bulletin: September 2024,https://iris.who.int/server/api/core/items/d552ab0a-fc02-4ccc-8674-aea4ba693e64,,2024-01-01 to 2024-09-22,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover query '""Monthly Regional Cholera Bulletin""' sorted by issue date; TEXT bundle bitstream extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover query '""Monthly Regional Cholera Bulletin""' sorted by issue date; TEXT bundle bitstream extracted (WebSearch unavailable)",AI
105,WHO AFRO Monthly Regional Cholera Bulletin: November 2024,https://iris.who.int/server/api/core/items/f07f6fbc-b629-46c1-a555-81ff99f59c47,,2024-01-01 to 2024-11-24,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover query '""Monthly Regional Cholera Bulletin""' sorted by issue date; TEXT bundle bitstream extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover query '""Monthly Regional Cholera Bulletin""' sorted by issue date; TEXT bundle bitstream extracted (WebSearch unavailable)",AI
106,WHO AFRO Monthly Regional Cholera Bulletin: January 2025,https://iris.who.int/server/api/core/items/ccd1a913-5035-45fe-9f07-d11d73318ea2,,2024-12-01 to 2025-01-26,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover '""Monthly Regional Cholera Bulletin""'; TEXT bundle bitstream (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover '""Monthly Regional Cholera Bulletin""'; TEXT bundle bitstream (WebSearch unavailable)",AI
107,WHO AFRO Monthly Regional Cholera Bulletin: March 2025,https://iris.who.int/server/api/core/items/fb66bf56-2780-4e86-a1e9-8e2b698409f6,,2025-02-01 to 2025-03-30,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover '""Monthly Regional Cholera Bulletin""'; TEXT bundle bitstream (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover '""Monthly Regional Cholera Bulletin""'; TEXT bundle bitstream (WebSearch unavailable)",AI
108,WHO AFRO Monthly Regional Cholera Bulletin: April 2025,https://iris.who.int/server/api/core/items/33b4332d-cf3e-49df-b2dd-9986a7d6325f,,2025-04-01 to 2025-04-27,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover '""Monthly Regional Cholera Bulletin""'; TEXT bundle bitstream (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover '""Monthly Regional Cholera Bulletin""'; TEXT bundle bitstream (WebSearch unavailable)",AI
109,WHO AFRO Monthly Regional Cholera Bulletin: June 2025,https://iris.who.int/server/api/core/items/ed189407-b113-48bd-80c2-7b072c02d789,,2025-05-01 to 2025-06-29,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover '""Monthly Regional Cholera Bulletin""'; TEXT bundle bitstream (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover '""Monthly Regional Cholera Bulletin""'; TEXT bundle bitstream (WebSearch unavailable)",AI
110,"Gebrekristos Negash, Compiled Body of Works in Field Epidemiology and Laboratory Training Program (EFELTP), Addis Ababa University, 2012 - Section 2.1 'Surveillance data analysis of AWD in Tigray region, Ethiopia, 2006-2009', Table 2.1 (Tigray Regional Health Bureau routine surveillance)",https://etd.aau.edu.et/items/30b7b308-5674-4049-abd0-54ad7aaf225d,,2006-01-01 to 2009-12-31,Surveillance,Active,Level 2,Pending,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau); systematic regex scan of 119 extracted FELTP thesis texts for quantified cholera/AWD case statements, then AAU DSpace7 discover query for the author to recover the full item uuid (WebSearch unavailable)",en,0,,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau); systematic regex scan of 119 extracted FELTP thesis texts for quantified cholera/AWD case statements, then AAU DSpace7 discover query for the author to recover the full item uuid (WebSearch unavailable)",AI
111,"Ghidey G/libanos, Compiled Body of Works in Field Epidemiology (EFELTP), Addis Ababa University, February 2011 - Chapter 6 Meher multi-agency assessment of Oromia and Amhara, Table 6.1.4 'Trend of Malaria and AWD cases in visited districts, Oromya, Ethiopia, August - October 2009'",https://etd.aau.edu.et/items/6af998f0-1cc1-4591-8bf4-d2ad9d19c2f8,,2009-06-22 to 2009-10-31,Surveillance,Active,Level 2,Pending,"Agent 5 regex re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau/6af998f0.txt), then AAU DSpace7 author query to recover the item uuid and issue date",en,0,,"Agent 5 regex re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau/6af998f0.txt), then AAU DSpace7 author query to recover the item uuid and issue date",AI
112,"Sisay Awoke, Compiled Body of Works in Field Epidemiology (EFETP), Addis Ababa University, June 2017 - Amhara regional Meher/emergency assessment of October-November 2016 (North Gondar and South Gondar zones)",https://etd.aau.edu.et/items/48e8d1ca-82d2-4413-83cb-6aee97c18b26,,2016-08-01 to 2016-10-31,Surveillance,Active,Level 2,Pending,"Agent 5 regex re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau/48e8d1ca.txt), then AAU DSpace7 author query for uuid and issue date",en,0,,"Agent 5 regex re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau/48e8d1ca.txt), then AAU DSpace7 author query for uuid and issue date",AI
113,"Degu Belachew, Compiled Body of Work in Field Epidemiology (EFETP), Addis Ababa University, June 2017 - Dara woreda AWD outbreak investigation, citing the SNNPR PHEM database for 2007",https://etd.aau.edu.et/items/d3d13e0a-6811-4e60-ba7e-5da694b623b1,,2007-01-01 to 2007-12-31,Surveillance,Active,Level 2,Pending,"Agent 5 regex re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau/d3d13e0a.txt), then AAU DSpace7 author query for uuid and issue date",en,0,,"Agent 5 regex re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau/d3d13e0a.txt), then AAU DSpace7 author query for uuid and issue date",AI
114,"WHO AFRO Weekly Bulletin on Outbreak and other Emergencies, Week 48: 25 November - 1 December 2019 (Ethiopia cholera entry)",https://iris.who.int/server/api/core/items/b6d55744-696e-4c0f-9211-08b9db85344e,,2019-05-12 to 2019-11-17,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",AI
115,"WHO AFRO Weekly Bulletin on Outbreak and other Emergencies, Week 50: 9 - 15 December 2019 (Ethiopia cholera entry)",https://iris.who.int/server/api/core/items/e64c409d-88bd-4f65-ab69-ebbcd65c0bd8,,2019-05-12 to 2019-12-08,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",AI
116,"WHO AFRO Weekly Bulletin on Outbreak and other Emergencies, Week 5: 27 January - 2 February 2020 (Ethiopia cholera entry)",https://iris.who.int/server/api/core/items/ad419e37-6fc4-412c-a228-ba43de37aa50,,2020-01-13 to 2020-01-19,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",AI
117,"WHO AFRO Weekly Bulletin on Outbreak and other Emergencies, Week 6: 3 - 9 February 2020 (Ethiopia cholera entry)",https://iris.who.int/server/api/core/items/2a5990a2-4b0e-4ae6-9950-b4632bd9e86a,,2020-01-01 to 2020-01-26,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",AI
118,"WHO AFRO Weekly Bulletin on Outbreak and other Emergencies, Week 7: 10 - 16 February 2020 (Ethiopia cholera entry)",https://iris.who.int/server/api/core/items/7d0bd991-5576-4cda-97e8-dbaaeb695c25,,2020-01-27 to 2020-02-02,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",AI
119,"WHO AFRO Weekly Bulletin on Outbreak and other Emergencies, Week 8: 17 - 23 February 2020 (Ethiopia cholera entry)",https://iris.who.int/server/api/core/items/2bc3793c-7801-407c-ad4a-596c2e9ab843,,2019-09-24 to 2020-02-16,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",AI
120,"WHO AFRO Weekly Bulletin on Outbreak and other Emergencies, Week 9: 24 February - 1 March 2020 (Ethiopia cholera entry)",https://iris.who.int/server/api/core/items/a5eb380e-a703-4f9b-9ac4-f29e37263ca1,,2020-02-03 to 2020-02-09,Surveillance,Active,Level 1,Pending,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",en,0,,"WHO IRIS DSpace7 REST discover for the AFRO weekly bulletin series (470 items), paged and filtered to Dec 2019 - Mar 2020; TEXT bundle bitstreams extracted (WebSearch unavailable)",AI
121,"UNICEF Ethiopia Weekly Situation Report #6, 18-24 August 2011 (Horn of Africa drought response)",https://reliefweb.int/report/ethiopia/unicef-ethiopia-weekly-situation-report-6-18-24-august-2011,,2011-08-11 to 2011-08-24,Surveillance,Active,Level 2,Pending,ReliefWeb HTML search with a browser User-Agent (the JSON API is 403 but the site serves normally); query 'Ethiopia AWD cases reported region' restricted to 2011-01-01..2015-08-31,en,0,,ReliefWeb HTML search with a browser User-Agent (the JSON API is 403 but the site serves normally); query 'Ethiopia AWD cases reported region' restricted to 2011-01-01..2015-08-31,AI
122,"UNICEF Ethiopia Horn of Africa Crisis Situation Report #13, 14 September - 12 October 2011",https://reliefweb.int/report/ethiopia/unicef-ethiopia-horn-africa-crisis-situation-report-13-14-september-%E2%80%93-12-october,,2011-09-01 to 2011-10-10,Surveillance,Active,Level 2,Pending,ReliefWeb HTML search with a browser User-Agent; query 'Ethiopia AWD cases reported region' restricted to 2011-2015,en,0,,ReliefWeb HTML search with a browser User-Agent; query 'Ethiopia AWD cases reported region' restricted to 2011-2015,AI
123,"OCHA Ethiopia Humanitarian Bulletin - Weekly Humanitarian Highlights, 3 October 2011",https://reliefweb.int/report/ethiopia/humanitarian-bulletin-weekly-humanitarian-highlights-ethiopia-03-october-2011,,2011-09-26 to 2011-10-03,Surveillance,Active,Level 2,Pending,ReliefWeb HTML search with a browser User-Agent; query 'Ethiopia AWD cases reported region' restricted to 2011-2015,en,0,,ReliefWeb HTML search with a browser User-Agent; query 'Ethiopia AWD cases reported region' restricted to 2011-2015,AI
124,"Gizachew Yaregal, Compiled Body of Works in Field Epidemiology, Ethiopian FELTP/EFETP, Addis Ababa University, June 2017 - Benishangul-Gumuz regional assessment and the Sedal woreda AWD outbreak investigation, Kamash zone",https://etd.aau.edu.et/items/b7531633-03c0-43ab-b3ba-29178c02534e,,2016-08-01 to 2016-12-03,Surveillance,Active,Level 2,Pending,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",en,0,,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",AI
125,"Mukemil Hussen, Compiled Body of Works in Field Epidemiology, Ethiopian FELTP/EFETP, Addis Ababa University, June 2019 - Amibara woreda cholera outbreak investigation, Afar region, plus a literature review of earlier Afar outbreaks",https://etd.aau.edu.et/items/b01aabe9-5259-48d2-b733-51ed3dc4f3a8,,2006-01-01 to 2019-01-12,Surveillance,Active,Level 2,Pending,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",en,0,,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",AI
