Location,TL,TR,evidence,source_index,source,confidence_weight,processing_notes,source_database,moved_from_row
AFR::TGO::Centrale::Sotouboua,1996-02-22,2001-10-18,presence_confirmed_count_unknown,209,"WHO Weekly Epidemiological Record 2001;76(9):69-71, 2 March 2001 - 'Infected areas as at 1 March 2001 / Zones infectees au 1er mars 2001', Cholera / Africa section, Togo entry (bitstream WER7609_69-71.PDF)",0.6,"Source states: 'WHO Weekly Epidemiological Record, 'Infected areas as at ... / Zones infectees au ...', Cholera - Africa section. The Togo entry reads: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District. VERIFIED ACROSS THE WHOLE SERIES: I downloaded 84 WER infected-area lists issued 1990-2001 from IRIS and extracted the Togo block from each. This identical set of eight districts appears in EVERY list from 22 February 1996 through 18 October 2001 (checked at 22 Feb, 4 Apr, 25 Apr, 6 Jun, 4 Jul, 22 Aug, 19 Sep, 24 Oct, 28 Nov 1996; 15 Jan, 19 Mar, 16 Apr, 23 Jul, 27 Aug 1998; 28 Jan, 3 Jun, 15 Jul, 30 Sep, 2 Dec 1999; 16 Mar, 18 May, 20 Jul, 24 Aug, 9 Nov 2000; 10 May, 5 Jul, 6 Sep, 18 Oct 2001). Togo notified cholera to WHO in every one of those years. LIMITATION, STATED EXPLICITLY: because the district set is unchanged across more than five years, this is a STANDING list that WHO did not prune, NOT a dated snapshot. It therefore evidences WHICH Togolese districts carried cholera during 1996-2001, and does NOT date transmission to any sub-period. The TL/TR are the first and last dates on which the full set was observed, not an outbreak window. This is the only sub-national evidence of any kind for Togo between 1974 and 2003. Note the two regions it reaches that are otherwise almost unrecorded: Sotouboua (Centrale) and Kozah (Kara).' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Vo,1996-02-22,2001-10-18,presence_confirmed_count_unknown,209,"WHO Weekly Epidemiological Record 2001;76(9):69-71, 2 March 2001 - 'Infected areas as at 1 March 2001 / Zones infectees au 1er mars 2001', Cholera / Africa section, Togo entry (bitstream WER7609_69-71.PDF)",0.6,"Source states: 'WHO Weekly Epidemiological Record, 'Infected areas as at ... / Zones infectees au ...', Cholera - Africa section. The Togo entry reads: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District. VERIFIED ACROSS THE WHOLE SERIES: I downloaded 84 WER infected-area lists issued 1990-2001 from IRIS and extracted the Togo block from each. This identical set of eight districts appears in EVERY list from 22 February 1996 through 18 October 2001 (checked at 22 Feb, 4 Apr, 25 Apr, 6 Jun, 4 Jul, 22 Aug, 19 Sep, 24 Oct, 28 Nov 1996; 15 Jan, 19 Mar, 16 Apr, 23 Jul, 27 Aug 1998; 28 Jan, 3 Jun, 15 Jul, 30 Sep, 2 Dec 1999; 16 Mar, 18 May, 20 Jul, 24 Aug, 9 Nov 2000; 10 May, 5 Jul, 6 Sep, 18 Oct 2001). Togo notified cholera to WHO in every one of those years. LIMITATION, STATED EXPLICITLY: because the district set is unchanged across more than five years, this is a STANDING list that WHO did not prune, NOT a dated snapshot. It therefore evidences WHICH Togolese districts carried cholera during 1996-2001, and does NOT date transmission to any sub-period. The TL/TR are the first and last dates on which the full set was observed, not an outbreak window. This is the only sub-national evidence of any kind for Togo between 1974 and 2003. Note the two regions it reaches that are otherwise almost unrecorded: Sotouboua (Centrale) and Kozah (Kara).' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Yoto,1996-02-22,2001-10-18,presence_confirmed_count_unknown,209,"WHO Weekly Epidemiological Record 2001;76(9):69-71, 2 March 2001 - 'Infected areas as at 1 March 2001 / Zones infectees au 1er mars 2001', Cholera / Africa section, Togo entry (bitstream WER7609_69-71.PDF)",0.6,"Source states: 'WHO Weekly Epidemiological Record, 'Infected areas as at ... / Zones infectees au ...', Cholera - Africa section. The Togo entry reads: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District. VERIFIED ACROSS THE WHOLE SERIES: I downloaded 84 WER infected-area lists issued 1990-2001 from IRIS and extracted the Togo block from each. This identical set of eight districts appears in EVERY list from 22 February 1996 through 18 October 2001 (checked at 22 Feb, 4 Apr, 25 Apr, 6 Jun, 4 Jul, 22 Aug, 19 Sep, 24 Oct, 28 Nov 1996; 15 Jan, 19 Mar, 16 Apr, 23 Jul, 27 Aug 1998; 28 Jan, 3 Jun, 15 Jul, 30 Sep, 2 Dec 1999; 16 Mar, 18 May, 20 Jul, 24 Aug, 9 Nov 2000; 10 May, 5 Jul, 6 Sep, 18 Oct 2001). Togo notified cholera to WHO in every one of those years. LIMITATION, STATED EXPLICITLY: because the district set is unchanged across more than five years, this is a STANDING list that WHO did not prune, NOT a dated snapshot. It therefore evidences WHICH Togolese districts carried cholera during 1996-2001, and does NOT date transmission to any sub-period. The TL/TR are the first and last dates on which the full set was observed, not an outbreak window. This is the only sub-national evidence of any kind for Togo between 1974 and 2003. Note the two regions it reaches that are otherwise almost unrecorded: Sotouboua (Centrale) and Kozah (Kara).' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Grand Lome::Golfe,2002-01-10,2002-05-09,presence_confirmed_count_unknown,227,"WHO Weekly Epidemiological Record 2002, vol. 77 - 'Infected areas as at' lists of 10 January, 7 March and 9 May 2002 (issues 77(02), 77(10), 77(19)), Togo block",0.55,"Source states: 'Infected areas as at 10 January 2002 / 7 March 2002 / 9 May 2002 - CHOLERA - Africa - ... Swaziland (Area not specified) | TOGO: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District | Uganda ...' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Plateaux::Kloto,2002-01-10,2002-05-09,presence_confirmed_count_unknown,227,"WHO Weekly Epidemiological Record 2002, vol. 77 - 'Infected areas as at' lists of 10 January, 7 March and 9 May 2002 (issues 77(02), 77(10), 77(19)), Togo block",0.55,"Source states: 'Infected areas as at 10 January 2002 / 7 March 2002 / 9 May 2002 - CHOLERA - Africa - ... Swaziland (Area not specified) | TOGO: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District | Uganda ...' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Kara::Kozah,2002-01-10,2002-05-09,presence_confirmed_count_unknown,227,"WHO Weekly Epidemiological Record 2002, vol. 77 - 'Infected areas as at' lists of 10 January, 7 March and 9 May 2002 (issues 77(02), 77(10), 77(19)), Togo block",0.55,"Source states: 'Infected areas as at 10 January 2002 / 7 March 2002 / 9 May 2002 - CHOLERA - Africa - ... Swaziland (Area not specified) | TOGO: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District | Uganda ...' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Lacs,2002-01-10,2002-05-09,presence_confirmed_count_unknown,227,"WHO Weekly Epidemiological Record 2002, vol. 77 - 'Infected areas as at' lists of 10 January, 7 March and 9 May 2002 (issues 77(02), 77(10), 77(19)), Togo block",0.55,"Source states: 'Infected areas as at 10 January 2002 / 7 March 2002 / 9 May 2002 - CHOLERA - Africa - ... Swaziland (Area not specified) | TOGO: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District | Uganda ...' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Plateaux::Ogou,2002-01-10,2002-05-09,presence_confirmed_count_unknown,227,"WHO Weekly Epidemiological Record 2002, vol. 77 - 'Infected areas as at' lists of 10 January, 7 March and 9 May 2002 (issues 77(02), 77(10), 77(19)), Togo block",0.55,"Source states: 'Infected areas as at 10 January 2002 / 7 March 2002 / 9 May 2002 - CHOLERA - Africa - ... Swaziland (Area not specified) | TOGO: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District | Uganda ...' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Centrale::Sotouboua,2002-01-10,2002-05-09,presence_confirmed_count_unknown,227,"WHO Weekly Epidemiological Record 2002, vol. 77 - 'Infected areas as at' lists of 10 January, 7 March and 9 May 2002 (issues 77(02), 77(10), 77(19)), Togo block",0.55,"Source states: 'Infected areas as at 10 January 2002 / 7 March 2002 / 9 May 2002 - CHOLERA - Africa - ... Swaziland (Area not specified) | TOGO: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District | Uganda ...' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Vo,2002-01-10,2002-05-09,presence_confirmed_count_unknown,227,"WHO Weekly Epidemiological Record 2002, vol. 77 - 'Infected areas as at' lists of 10 January, 7 March and 9 May 2002 (issues 77(02), 77(10), 77(19)), Togo block",0.55,"Source states: 'Infected areas as at 10 January 2002 / 7 March 2002 / 9 May 2002 - CHOLERA - Africa - ... Swaziland (Area not specified) | TOGO: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District | Uganda ...' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Yoto,2002-01-10,2002-05-09,presence_confirmed_count_unknown,227,"WHO Weekly Epidemiological Record 2002, vol. 77 - 'Infected areas as at' lists of 10 January, 7 March and 9 May 2002 (issues 77(02), 77(10), 77(19)), Togo block",0.55,"Source states: 'Infected areas as at 10 January 2002 / 7 March 2002 / 9 May 2002 - CHOLERA - Africa - ... Swaziland (Area not specified) | TOGO: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District | Uganda ...' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Lacs::Melly-djigbe,2021-01-01,2021-12-31,presence_confirmed_count_unknown,139,"Togo Ministere de la Sante - Rapport annuel de performance 2021 (MSHPAUS), Tableau 'Evolution des cas suspects et des cas confirmes des MPE de 2017 a 2021'",0.85,"Source states: 'Cette epidemie a demarre dans la commune N.2 plus precisement a Agoegan pour [...] rapidement evoluer a cinq (5) autres localites du district (Melly-djigbe, Seko, Zola, Aziagba-kondji et Aneho-Adjido). [Togo MoH Rapport annuel de performance 2021, Surveillance du cholera - Epidemie de 2021; Sources : Rapport annuel DSIUSR, 2021]' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Lacs::Seko,2021-01-01,2021-12-31,presence_confirmed_count_unknown,139,"Togo Ministere de la Sante - Rapport annuel de performance 2021 (MSHPAUS), Tableau 'Evolution des cas suspects et des cas confirmes des MPE de 2017 a 2021'",0.85,"Source states: 'Cette epidemie a demarre dans la commune N.2 plus precisement a Agoegan pour [...] rapidement evoluer a cinq (5) autres localites du district (Melly-djigbe, Seko, Zola, Aziagba-kondji et Aneho-Adjido). [Togo MoH Rapport annuel de performance 2021, Surveillance du cholera - Epidemie de 2021; Sources : Rapport annuel DSIUSR, 2021]' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Lacs::Zola,2021-01-01,2021-12-31,presence_confirmed_count_unknown,139,"Togo Ministere de la Sante - Rapport annuel de performance 2021 (MSHPAUS), Tableau 'Evolution des cas suspects et des cas confirmes des MPE de 2017 a 2021'",0.85,"Source states: 'Cette epidemie a demarre dans la commune N.2 plus precisement a Agoegan pour [...] rapidement evoluer a cinq (5) autres localites du district (Melly-djigbe, Seko, Zola, Aziagba-kondji et Aneho-Adjido). [Togo MoH Rapport annuel de performance 2021, Surveillance du cholera - Epidemie de 2021; Sources : Rapport annuel DSIUSR, 2021]' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Lacs::Aziagba-kondji,2021-01-01,2021-12-31,presence_confirmed_count_unknown,139,"Togo Ministere de la Sante - Rapport annuel de performance 2021 (MSHPAUS), Tableau 'Evolution des cas suspects et des cas confirmes des MPE de 2017 a 2021'",0.85,"Source states: 'Cette epidemie a demarre dans la commune N.2 plus precisement a Agoegan pour [...] rapidement evoluer a cinq (5) autres localites du district (Melly-djigbe, Seko, Zola, Aziagba-kondji et Aneho-Adjido). [Togo MoH Rapport annuel de performance 2021, Surveillance du cholera - Epidemie de 2021; Sources : Rapport annuel DSIUSR, 2021]' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Lacs::Aneho-Adjido,2021-01-01,2021-12-31,presence_confirmed_count_unknown,139,"Togo Ministere de la Sante - Rapport annuel de performance 2021 (MSHPAUS), Tableau 'Evolution des cas suspects et des cas confirmes des MPE de 2017 a 2021'",0.85,"Source states: 'Cette epidemie a demarre dans la commune N.2 plus precisement a Agoegan pour [...] rapidement evoluer a cinq (5) autres localites du district (Melly-djigbe, Seko, Zola, Aziagba-kondji et Aneho-Adjido). [Togo MoH Rapport annuel de performance 2021, Surveillance du cholera - Epidemie de 2021; Sources : Rapport annuel DSIUSR, 2021]' - cholera confirmed present; no case count available.",AI,
